WORLD:

Rows: 20
Columns: 80
Log Rows: 10
Log Columns: 100
Turn: 73

ORGANISM:

Wolf (11, 13): Age - 72, Strength - 9
Sheep (5, 17): Reproduce with Sheep (5, 18)
Sheep (12, 13): Was created
Sheep (11, 12): Reproduce with Sheep (12, 12)
Sheep (18, 8): Was created
Sheep (16, 8): Reproduce with Sheep (17, 8)
Sheep (17, 9): Was created
Sheep (15, 9): Reproduce with Sheep (16, 9)
Sheep (14, 12): Was created
Sheep (12, 12): Reproduce with Sheep (13, 12)
Sheep (19, 7): Was created
Sheep (18, 7): Reproduce with Sheep (18, 8)
Sheep (2, 19): Was created
Sheep (1, 18): Reproduce with Sheep (2, 18)
Sheep (5, 19): Was created
Sheep (4, 19): Reproduce with Sheep (3, 19)
Sheep (18, 2): Was created
Sheep (17, 2): Reproduce with Sheep (17, 1)
Sheep (10, 16): Was created
Sheep (9, 15): Reproduce with Sheep (10, 15)
Sheep (17, 6): Was created
Sheep (17, 7): Reproduce with Sheep (16, 7)
Sheep (2, 20): Was created
Sheep (2, 18): Reproduce with Sheep (2, 19)
Sheep (0, 20): Was created
Sheep (0, 19): Reproduce with Sheep (0, 18)
Sheep (15, 11): Was created
Sheep (15, 10): Reproduce with Sheep (16, 10)
Sheep (1, 20): Was created
Sheep (1, 19): Reproduce with Sheep (1, 18)
Sheep (11, 14): Was created
Sheep (11, 13): Reproduce with Sheep (11, 12)
Sheep (18, 3): Was created
Sheep (18, 4): Reproduce with Sheep (18, 5)
Sheep (19, 1): Was created
Sheep (18, 1): Reproduce with Sheep (18, 2)
Sheep (19, 0): Was created
Sheep (17, 0): Reproduce with Sheep (18, 0)
Sheep (17, 10): Was created
Sheep (16, 10): Reproduce with Sheep (16, 9)
Sheep (8, 17): Moved to (8, 18)
Sheep (7, 19): Was created
Sheep (7, 18): Reproduce with Sheep (7, 17)
Hogweed (13, 20): Was created
Hogweed (14, 20): Spread to (13, 20)
Guarana (0, 33): Was created
Guarana (0, 34): Spread to (0, 33)
Dandelion (10, 19): Was created
Dandelion (10, 20): Spread to (10, 19)
Dandelion (2, 31): Was created
Dandelion (3, 31): Spread to (2, 31)
Dandelion (7, 26): Was created
Dandelion (7, 27): Spread to (7, 26)
Dandelion (0, 49): Was created
Dandelion (0, 48): Spread to (0, 49)
-- Turn 69 --
Fox (10, 17): Moved to (10, 18)
Wolf (13, 13): Attacked Sheep (12, 13)
Sheep (12, 13): Died
Sheep (18, 6): Was created
Sheep (17, 5): Reproduce with Sheep (17, 6)
Sheep (11, 16): Was created
Sheep (10, 15): Reproduce with Sheep (10, 16)
Sheep (9, 17): Moved to (9, 18)
Sheep (13, 14): Was created
Sheep (12, 14): Reproduce with Sheep (11, 14)
Sheep (3, 20): Was created
Sheep (3, 18): Reproduce with Sheep (3, 19)
Sheep (13, 13): Was created
Sheep (13, 12): Reproduce with Sheep (12, 12)
Sheep (8, 17): Was created
Sheep (6, 17): Reproduce with Sheep (7, 17)
Sheep (19, 8): Was created
Sheep (18, 7): Reproduce with Sheep (19, 7)
Sheep (4, 20): Was created
Sheep (4, 19): Reproduce with Sheep (3, 19)
Sheep (19, 2): Was created
Sheep (17, 2): Reproduce with Sheep (18, 2)
Sheep (9, 17): Was created
Sheep (9, 15): Reproduce with Sheep (9, 16)
Sheep (6, 19): Was created
Sheep (5, 18): Reproduce with Sheep (6, 18)
Sheep (0, 21): Was created
Sheep (0, 19): Reproduce with Sheep (0, 20)
Sheep (19, 3): Was created
Sheep (18, 4): Reproduce with Sheep (18, 3)
Sheep (18, 9): Was created
Sheep (16, 9): Reproduce with Sheep (17, 9)
Sheep (16, 11): Was created
Sheep (16, 10): Reproduce with Sheep (17, 10)
Sheep (8, 18): Moved to (8, 19)
Sheep (8, 18): Was created
Sheep (7, 18): Reproduce with Sheep (7, 17)
Sheep (19, 5): Was created
Sheep (18, 5): Reproduce with Sheep (18, 4)
Sheep (12, 15): Was created
Sheep (11, 15): Reproduce with Sheep (11, 14)
Sheep (10, 17): Was created
Sheep (9, 16): Reproduce with Sheep (10, 16)
Sheep (6, 20): Was created
Sheep (6, 18): Reproduce with Sheep (6, 19)
Sheep (19, 9): Was created
Sheep (18, 8): Reproduce with Sheep (19, 8)
Sheep (15, 12): Was created
Sheep (14, 12): Reproduce with Sheep (13, 12)
Sheep (19, 6): Was created
Sheep (19, 7): Reproduce with Sheep (19, 8)
Sheep (2, 21): Was created
Sheep (2, 19): Reproduce with Sheep (2, 20)
Sheep (5, 20): Was created
Sheep (5, 19): Reproduce with Sheep (6, 19)
Sheep (12, 16): Was created
Sheep (10, 16): Reproduce with Sheep (11, 16)
Sheep (1, 21): Was created
Sheep (2, 20): Reproduce with Sheep (1, 20)
Sheep (17, 11): Was created
Sheep (15, 11): Reproduce with Sheep (16, 11)
Sheep (18, 10): Was created
Sheep (17, 10): Reproduce with Sheep (16, 10)
Sheep (7, 20): Was created
Sheep (7, 19): Reproduce with Sheep (6, 19)
Grass (7, 55): Was created
Grass (8, 55): Spread to (7, 55)
Deadly Nightshade (16, 17): Was created
Deadly Nightshade (16, 18): Spread to (16, 17)
Dandelion (19, 56): Was created
Dandelion (19, 55): Spread to (19, 56)
Dandelion (5, 29): Was created
Dandelion (6, 29): Spread to (5, 29)
Dandelion (2, 33): Was created
Dandelion (2, 34): Spread to (2, 33)
Dandelion (9, 20): Was created
Dandelion (10, 20): Spread to (9, 20)
Dandelion (15, 55): Was created
Dandelion (16, 55): Spread to (15, 55)
Dandelion (16, 56): Was created
Dandelion (16, 55): Spread to (16, 56)
Dandelion (6, 26): Was created
Dandelion (6, 27): Spread to (6, 26)
-- Turn 70 --
Fox (10, 18): Moved to (11, 18)
Wolf (12, 13): Attacked Sheep (11, 13)
Sheep (11, 13): Died
Sheep (9, 18): Moved to (10, 18)
Sheep (12, 13): Was created
Sheep (12, 14): Reproduce with Sheep (11, 14)
Sheep (14, 13): Was created
Sheep (14, 11): Reproduce with Sheep (14, 12)
Sheep (4, 21): Was created
Sheep (4, 19): Reproduce with Sheep (4, 20)
Sheep (9, 19): Was created
Sheep (8, 19): Reproduce with Sheep (7, 19)
Sheep (3, 21): Was created
Sheep (3, 19): Reproduce with Sheep (3, 20)
Sheep (9, 18): Was created
Sheep (9, 16): Reproduce with Sheep (9, 17)
Sheep (11, 17): Was created
Sheep (10, 16): Reproduce with Sheep (11, 16)
Sheep (1, 22): Was created
Sheep (1, 20): Reproduce with Sheep (1, 21)
Sheep (13, 14): Moved to (13, 15)
Sheep (13, 14): Was created
Sheep (13, 13): Reproduce with Sheep (13, 12)
Sheep (19, 10): Was created
Sheep (19, 8): Reproduce with Sheep (19, 9)
Sheep (0, 22): Was created
Sheep (0, 21): Reproduce with Sheep (1, 21)
Sheep (18, 11): Was created
Sheep (18, 9): Reproduce with Sheep (18, 10)
Sheep (16, 11): Moved to (16, 12)
Sheep (13, 16): Was created
Sheep (12, 15): Reproduce with Sheep (12, 16)
Sheep (6, 21): Was created
Sheep (6, 20): Reproduce with Sheep (7, 20)
Sheep (15, 13): Was created
Sheep (15, 12): Reproduce with Sheep (16, 12)
Sheep (2, 21): Moved to (2, 22)
Sheep (5, 21): Was created
Sheep (5, 20): Reproduce with Sheep (4, 20)
Sheep (12, 17): Was created
Sheep (12, 16): Reproduce with Sheep (12, 15)
Sheep (2, 21): Was created
Sheep (1, 21): Reproduce with Sheep (0, 21)
Sheep (17, 11): Moved to (16, 11)
Sheep (17, 11): Was created
Sheep (18, 10): Reproduce with Sheep (17, 10)
Sheep (8, 20): Was created
Sheep (7, 20): Reproduce with Sheep (7, 19)
Hogweed (15, 19): Was created
Hogweed (16, 19): Spread to (15, 19)
Grass (11, 57): Was created
Grass (11, 56): Spread to (11, 57)
Dandelion (1, 50): Was created
Dandelion (1, 49): Spread to (1, 50)
Grass (14, 57): Was created
Grass (13, 57): Spread to (14, 57)
Dandelion (7, 23): Was created
Dandelion (8, 23): Spread to (7, 23)
Dandelion (3, 30): Was created
Dandelion (3, 31): Spread to (3, 30)
Dandelion (4, 27): Was created
Dandelion (5, 27): Spread to (4, 27)
Dandelion (2, 51): Was created
Dandelion (2, 50): Spread to (2, 51)
Dandelion (11, 19): Was created
Dandelion (10, 19): Spread to (11, 19)
-- Turn 71 --
Fox (11, 18): Moved to (11, 19)
Fox (11, 19): Ate Dandelion (11, 19)
Dandelion (11, 19): Died
Wolf (11, 13): Attacked Sheep (10, 13)
Sheep (10, 13): Died
Sheep (10, 18): Moved to (11, 18)
Sheep (11, 13): Was created
Sheep (12, 14): Reproduce with Sheep (12, 13)
Sheep (10, 12): Attacked Wolf (10, 13)
Sheep (10, 13): Died
Sheep (10, 14): Attacked Wolf (10, 13)
Sheep (10, 13): Died
Sheep (10, 14): Was created
Sheep (11, 15): Reproduce with Sheep (11, 14)
Sheep (17, 12): Was created
Sheep (17, 10): Reproduce with Sheep (17, 11)
Sheep (14, 15): Was created
Sheep (13, 15): Reproduce with Sheep (13, 16)
Sheep (10, 18): Was created
Sheep (9, 17): Reproduce with Sheep (10, 17)
Sheep (0, 23): Was created
Sheep (0, 21): Reproduce with Sheep (0, 22)
Sheep (16, 13): Was created
Sheep (16, 12): Reproduce with Sheep (15, 12)
Sheep (7, 21): Was created
Sheep (6, 20): Reproduce with Sheep (7, 20)
Sheep (3, 22): Was created
Sheep (2, 22): Reproduce with Sheep (2, 21)
Sheep (13, 17): Was created
Sheep (12, 16): Reproduce with Sheep (12, 17)
Sheep (19, 11): Was created
Sheep (18, 10): Reproduce with Sheep (19, 10)
Sheep (14, 14): Was created
Sheep (14, 13): Reproduce with Sheep (14, 12)
Sheep (4, 22): Was created
Sheep (4, 21): Reproduce with Sheep (5, 21)
Sheep (1, 23): Was created
Sheep (1, 22): Reproduce with Sheep (0, 22)
Sheep (19, 12): Was created
Sheep (19, 10): Reproduce with Sheep (19, 11)
Sheep (18, 12): Was created
Sheep (18, 11): Reproduce with Sheep (18, 10)
Sheep (13, 16): Moved to (14, 16)
Sheep (6, 22): Was created
Sheep (6, 21): Reproduce with Sheep (5, 21)
Sheep (15, 14): Was created
Sheep (15, 13): Reproduce with Sheep (15, 12)
Sheep (5, 22): Was created
Sheep (5, 21): Reproduce with Sheep (5, 20)
Sheep (12, 17): Moved to (12, 18)
Sheep (8, 20): Moved to (9, 20)
Sheep (9, 20): Ate Dandelion (9, 20)
Dandelion (9, 20): Died
Deadly Nightshade (19, 15): Was created
Deadly Nightshade (19, 16): Spread to (19, 15)
Grass (9, 56): Was created
Grass (10, 56): Spread to (9, 56)
Grass (5, 52): Was created
Grass (6, 52): Spread to (5, 52)
Fox (11, 19): Died
Hogweed (11, 20): Killed 1 animals adjacent to it
Dandelion (1, 32): Was created
Dandelion (2, 32): Spread to (1, 32)
Dandelion (4, 29): Was created
Dandelion (4, 30): Spread to (4, 29)
Dandelion (8, 21): Was created
Dandelion (8, 22): Spread to (8, 21)
Dandelion (5, 26): Was created
Dandelion (6, 26): Spread to (5, 26)
Dandelion (2, 30): Was created
Dandelion (3, 30): Spread to (2, 30)
Dandelion (2, 52): Was created
Dandelion (2, 51): Spread to (2, 52)
-- Turn 72 --
Wolf (10, 13): Attacked Sheep (11, 13)
Sheep (11, 13): Died
Sheep (10, 12): Was created
Sheep (10, 11): Reproduce with Sheep (9, 11)
Sheep (11, 19): Was created
Sheep (11, 18): Reproduce with Sheep (12, 18)
Sheep (11, 12): Attacked Wolf (11, 13)
Sheep (11, 13): Died
Sheep (10, 13): Was created
Sheep (9, 14): Reproduce with Sheep (10, 14)
Sheep (11, 12): Was created
Sheep (12, 12): Reproduce with Sheep (12, 11)
Sheep (8, 19): Moved to (8, 20)
Sheep (8, 19): Was created
Sheep (7, 18): Reproduce with Sheep (8, 18)
Sheep (12, 17): Was created
Sheep (11, 16): Reproduce with Sheep (11, 17)
Sheep (13, 15): Moved to (13, 16)
Sheep (13, 15): Was created
Sheep (13, 13): Reproduce with Sheep (13, 14)
Sheep (2, 23): Was created
Sheep (2, 22): Reproduce with Sheep (3, 22)
Sheep (0, 24): Was created
Sheep (0, 22): Reproduce with Sheep (0, 23)
Sheep (18, 13): Was created
Sheep (18, 11): Reproduce with Sheep (18, 12)
Sheep (15, 16): Was created
Sheep (14, 16): Reproduce with Sheep (14, 15)
Sheep (17, 13): Was created
Sheep (15, 13): Reproduce with Sheep (16, 13)
Sheep (12, 18): Moved to (12, 19)
Sheep (9, 20): Moved to (10, 20)
Sheep (10, 20): Ate Dandelion (10, 20)
Dandelion (10, 20): Died
Sheep (15, 15): Was created
Sheep (14, 15): Reproduce with Sheep (14, 14)
Sheep (10, 18): Moved to (10, 19)
Sheep (10, 19): Ate Dandelion (10, 19)
Dandelion (10, 19): Died
Sheep (1, 24): Was created
Sheep (0, 23): Reproduce with Sheep (1, 23)
Sheep (16, 14): Was created
Sheep (16, 13): Reproduce with Sheep (15, 13)
Sheep (7, 22): Was created
Sheep (7, 21): Reproduce with Sheep (7, 20)
Sheep (3, 23): Was created
Sheep (3, 22): Reproduce with Sheep (3, 21)
Sheep (13, 17): Moved to (13, 18)
Sheep (19, 13): Was created
Sheep (19, 11): Reproduce with Sheep (19, 12)
Sheep (4, 23): Was created
Sheep (4, 22): Reproduce with Sheep (3, 22)
Sheep (2, 24): Was created
Sheep (1, 23): Reproduce with Sheep (1, 24)
Sheep (6, 23): Was created
Sheep (6, 22): Reproduce with Sheep (7, 22)
Sheep (17, 14): Was created
Sheep (15, 14): Reproduce with Sheep (16, 14)
Sheep (5, 23): Was created
Sheep (5, 22): Reproduce with Sheep (6, 22)
Sheep (12, 19): Died
Hogweed (12, 20): Killed 1 animals adjacent to it
Hogweed (12, 19): Was created
Hogweed (12, 20): Spread to (12, 19)
Grass (6, 54): Was created
Grass (6, 53): Spread to (6, 54)
Sheep (10, 20): Died
Sheep (11, 19): Died
Hogweed (11, 20): Killed 2 animals adjacent to it
Dandelion (17, 56): Was created
Dandelion (17, 55): Spread to (17, 56)
Grass (10, 58): Was created
Grass (11, 58): Spread to (10, 58)
Dandelion (9, 20): Was created
Dandelion (9, 21): Spread to (9, 20)
Dandelion (19, 57): Was created
Dandelion (19, 56): Spread to (19, 57)
Dandelion (7, 24): Was created
Dandelion (7, 23): Spread to (7, 24)
Dandelion (3, 29): Was created
Dandelion (3, 30): Spread to (3, 29)
Dandelion (4, 26): Was created
Dandelion (4, 27): Spread to (4, 26)
Hogweed (14, 19): Was created
Hogweed (15, 19): Spread to (14, 19)
Dandelion (0, 50): Was created
Dandelion (1, 50): Spread to (0, 50)
Dandelion (0, 32): Was created
Dandelion (1, 32): Spread to (0, 32)
Dandelion (5, 25): Was created
Dandelion (5, 26): Spread to (5, 25)
Dandelion (1, 30): Was created
Dandelion (2, 30): Spread to (1, 30)
